"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4594449";"IDETREXED";"6S-BGC-945|BGC-945|CB-300945 (S)|IDETREXED|ONX-0801";"Small molecule";"1.0";"647.64";"";"";"0.94";"239.32";"9";"7";"2";"15";"N";"0.11";"3.05";"5.07";"-0.72";"-8.83";"3";"MOL";"0";"47";"15";"7";"3";"647.2227";"-0.40";"ACID";"C32H33N5O10";"C#CCN(c1ccc(C(=O)N[C@@H](CCC(=O)N[C@H](CCC(=O)O)C(=O)O)C(=O)O)cc1)[C@H]1CCc2cc3nc(CO)[nH]c(=O)c3cc21";"NVHRBQOZEMFKLD-CUYJMHBOSA-N"
"CHEMBL4594504";"TCN-202";"TCN-202|TCN202";"Unknown";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108707";"GLEMBATUMUMAB";"CR-011|CR011|CR011-VCMMAE|GLEMBATUMUMAB";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109680";"IDEC-159 90Y";"IDEC-159|IDEC-159 (90Y)|IDEC-159 90Y";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108295";"ELPAMOTIDE";"ELPAMOTIDE|VEGFR2-169|VEGFR2-169 PEPTIDE VACCINE";"Protein";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297366";"CG-200745";"CG 2 (HDAC INHIBITOR)|CG-2|CG-200745|CG200745|HDCG-0745|IVALTINOSTAT|J3.106.463E";"Small molecule";"1.0";"427.55";"";"";"3.28";"90.90";"5";"3";"0";"13";"N";"0.20";"8.76";"9.45";"1.71";"0.63";"2";"MOL";"0";"31";"7";"3";"0";"427.2471";"-0.24";"BASE";"C24H33N3O4";"CN(C)CCCNC(=O)/C(=C/CCCCC(=O)NO)COc1cccc2ccccc12";"AUGCSOFQTDKPSO-RGVLZGJSSA-N"
"CHEMBL429844";"ORE-1001";"GL-1001|GL1001|MLN-4760|ORE-1001|ORE-1001 FREE ACID|ORE1001";"Small molecule";"1.0";"428.32";"2";"9";"3.32";"104.45";"5";"3";"0";"10";"N";"0.54";"2.64";"8.30";"-0.90";"-2.11";"2";"MOL";"0";"28";"7";"3";"0";"427.1066";"-0.60";"ACID";"C19H23Cl2N3O4";"CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O";"NTCCRGGIJNDEAB-IRXDYDNUSA-N"
"CHEMBL4297738";"DALAZATIDE";"DALAZATIDE|SHK-186";"Protein";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109679";"IDEC-159 111IN";"IDEC-159|IDEC-159 (111In)|IDEC-159 111IN";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297461";"CEP-9722";"CEP 9722|CEP-9722";"Small molecule";"1.0";"418.50";"";"";"2.62";"68.88";"5";"1";"0";"3";"N";"0.66";"13.66";"7.40";"2.86";"2.56";"3";"MOL";"0";"31";"7";"1";"0";"418.2005";"-0.44";"NEUTRAL";"C24H26N4O3";"COc1cccc2[nH]c3c4c(c5c(c3c12)C(=O)N(CN1CCN(C)CC1)C5=O)CCC4";"CTLOSZHDGZLOQE-UHFFFAOYSA-N"
"CHEMBL3545133";"JNJ-26483327";"JNJ 26483327|JNJ-26483327";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2419346";"CUDC-305";"CUDC-305|CUDC305 (HSP90 INHIBITOR)|DEBIO 0932|DEBIO-0932|HSP90 INHIBITOR DEBIO 0932";"Small molecule";"1.0";"442.59";"13";"18";"3.60";"90.46";"9";"2";"0";"7";"N";"0.54";"None";"10.25";"3.89";"1.10";"3";"MOL";"0";"31";"8";"3";"0";"442.2151";"-1.12";"BASE";"C22H30N6O2S";"CN(C)c1cc2c(cc1Sc1nc3c(N)nccc3n1CCNCC(C)(C)C)OCO2";"RVJIQAYFTOPTKK-UHFFFAOYSA-N"
"CHEMBL3545134";"LY-2780301";"LY-2780301";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109398";"KB-004";"KB-004";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3545051";"CEP-37440";"ALK-FAK INHIBITOR CEP-37440|CEP-37440";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1236962";"OMIPALISIB";"GSK-2126458|GSK2126458|OMIPALISIB|Omipalisib";"Small molecule";"1.0";"505.51";"326";"1468";"4.84";"106.96";"7";"1";"1";"6";"N";"0.35";"6.58";"4.00";"3.22";"2.58";"5";"MOL";"0";"36";"8";"1";"1";"505.1020";"-1.41";"NEUTRAL";"C25H17F2N5O3S";"COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F";"CGBJSGAELGCMKE-UHFFFAOYSA-N"
"CHEMBL1672635";"RAD-140";"RAD-140|RAD140|TESTOLONE|VOSILASARM";"Small molecule";"1.0";"393.83";"6";"19";"3.98";"118.76";"7";"2";"0";"5";"N";"0.67";"12.17";"None";"3.02";"3.02";"3";"MOL";"0";"28";"7";"2";"0";"393.0993";"-1.35";"NEUTRAL";"C20H16ClN5O2";"Cc1c(N[C@@H](c2nnc(-c3ccc(C#N)cc3)o2)[C@H](C)O)ccc(C#N)c1Cl";"XMBUPPIEVAFYHO-KPZWWZAWSA-N"
"CHEMBL4594529";"NURULIMAB";"ANTI-CTLA4 MAB (BIOCAD)|BCD-145|BCD145|NURULIMAB";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3544958";"CER-002";"CER-002";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2151570";"ABT-107";"ABT-107|ABT-107 FREE BASE|ABT-PR1";"Small molecule";"1.0";"320.40";"4";"10";"3.10";"54.04";"4";"1";"0";"3";"N";"0.81";"None";"8.04";"2.72";"1.99";"3";"MOL";"0";"24";"5";"1";"0";"320.1637";"-0.60";"NEUTRAL";"C19H20N4O";"c1cc2cc(-c3ccc(O[C@H]4CN5CCC4CC5)nn3)ccc2[nH]1";"LUKNJAQKVPBDSC-SFHVURJKSA-N"
"CHEMBL1090173";"SD-0006";"SD-0006|SD-06|SD0006";"Small molecule";"1.0";"397.87";"10";"22";"2.89";"95.00";"5";"2";"0";"4";"N";"0.71";"9.85";"1.85";"1.59";"1.58";"3";"MOL";"0";"28";"7";"2";"0";"397.1306";"-1.01";"NEUTRAL";"C20H20ClN5O2";"O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1";"CATQHDWESBRRQA-UHFFFAOYSA-N"
"CHEMBL281872";"ZD-4190";"ZD-4190";"Small molecule";"1.0";"459.28";"20";"36";"3.95";"86.98";"8";"1";"0";"7";"N";"0.45";"None";"4.47";"3.90";"3.90";"4";"MOL";"0";"29";"8";"1";"0";"458.0502";"-1.82";"NEUTRAL";"C19H16BrFN6O2";"COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1";"YBTGTVGEKMZEQX-UHFFFAOYSA-N"
"CHEMBL4297804";"PF-06263507";"PF-06263507";"Unknown";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109496";"MLN-01";"MLN-01";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109469";"AFASEVIKUMAB";"AFASEVIKUMAB|MCAF-5352A|MCAF5352A|NI-1401|RG-7624|RG7624|RO-5553110|RO5553110";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL346631";"CEP-7055";"CEP-7055";"Small molecule";"1.0";"525.65";"3";"4";"5.03";"72.80";"6";"1";"2";"9";"N";"0.22";"11.11";"6.58";"4.26";"4.20";"4";"MOL";"0";"39";"7";"1";"2";"525.2628";"-0.32";"NEUTRAL";"C32H35N3O4";"CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCOC(=O)CN(C)C)Cc1ccccc1-4)C(=O)NC3";"UHEBDUAFKQHUBV-UHFFFAOYSA-N"
"CHEMBL2109284";"CMB-401";"CMB-401|HCTMO1-CALICHEAMICIN";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109351";"FBT-A05";"FBT-A05";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3545117";"AVE-9940";"AVE-9940";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3545299";"BMS-698769";"BMS-698769";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL551064";"AEW-541";"AEW 541|AEW-541|NVP-AEW 541|NVP-AEW541";"Small molecule";"1.0";"425.54";"280";"292";"4.67";"69.20";"6";"1";"0";"6";"N";"0.49";"None";"9.09";"3.69";"1.98";"4";"MOL";"0";"32";"6";"2";"0";"425.2216";"-0.51";"BASE";"C26H27N5O";"Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](N2CCC2)C1";"USVCWSAJUAARAL-MEMLXQNLSA-N"
"CHEMBL2109247";"LBY-135";"LBY 135|LBY-135|LBY135";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3545148";"PHE377";"PHE377";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3545384";"SB-85635";"SB-85635";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3545417";"GLPG0492";"(-)-GLPG-0492|DT-200|G 100192|GLPG-0492|GLPG0492";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109647";"REGN-728";"REGN-728";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL333021";"L-21649";"L-21649";"Small molecule";"1.0";"404.54";"9";"15";"4.99";"42.66";"6";"0";"0";"6";"N";"0.45";"None";"8.81";"4.44";"3.02";"4";"MOL";"0";"29";"5";"0";"0";"404.1671";"-1.98";"BASE";"C23H24N4OS";"c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1";"VOYMOBPSYVKQGF-UHFFFAOYSA-N"
"CHEMBL221692";"ADOPRAZINE";"ADOPRAZINE|Adoprazine|SLV-313";"Small molecule";"1.0";"405.47";"24";"37";"3.98";"37.83";"5";"0";"0";"4";"N";"0.66";"None";"7.05";"3.74";"3.58";"3";"MOL";"0";"30";"5";"0";"0";"405.1853";"-1.29";"NEUTRAL";"C24H24FN3O2";"Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1";"IUVSEUFHPNITEQ-UHFFFAOYSA-N"
"CHEMBL3545011";"GS-9667";"CVT 3619|CVT-3619|GS-9667";"Small molecule";"1.0";"461.52";"4";"12";"1.70";"125.55";"10";"4";"0";"6";"N";"0.41";"12.47";"3.70";"1.49";"1.49";"3";"MOL";"0";"32";"9";"4";"0";"461.1533";"-0.14";"NEUTRAL";"C21H24FN5O4S";"O[C@@H]1[C@H](O)[C@@H](CSc2ccccc2F)O[C@H]1n1cnc2c(N[C@@H]3CCC[C@H]3O)ncnc21";"IZRXENCTXNMAMI-DIJFLQFKSA-N"
"CHEMBL203567";"RO-3201195";"Ro-3201195|SYD-003|SYD003";"Small molecule";"1.0";"371.37";"21";"68";"1.56";"110.60";"7";"3";"0";"7";"N";"0.54";"13.62";"2.19";"2.09";"2.09";"3";"MOL";"0";"27";"7";"4";"0";"371.1281";"-1.32";"NEUTRAL";"C19H18FN3O4";"Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1";"IJDQETGUEUJVTB-HNNXBMFYSA-N"
"CHEMBL3707355";"AZD8108";"AZD8108";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3545264";"LY-2874455";"LY-2874455|LY2874455";"Small molecule";"1.0";"444.32";"";"";"4.76";"88.85";"6";"2";"0";"7";"N";"0.43";"None";"2.31";"3.58";"3.58";"4";"MOL";"0";"30";"7";"2";"0";"443.0916";"-1.16";"NEUTRAL";"C21H19Cl2N5O2";"CC(Oc1ccc2[nH]nc(/C=C/c3cnn(CCO)c3)c2c1)c1c(Cl)cncc1Cl";"GKJCVYLDJWTWQU-DUXPYHPUSA-N"
"CHEMBL245030";"SR-13668";"SR-13668|SR13668";"Small molecule";"1.0";"430.46";"12";"20";"5.32";"93.41";"5";"2";"1";"5";"N";"0.37";"11.55";"None";"4.77";"4.77";"5";"MOL";"0";"32";"7";"2";"1";"430.1529";"-0.03";"NEUTRAL";"C25H22N2O5";"CCOC(=O)c1ccc2[nH]c3c(OC)c4[nH]c5ccc(C(=O)OCC)cc5c4cc3c2c1";"BMTPVPNVQOYGAP-UHFFFAOYSA-N"
"CHEMBL214268";"PHA-543613";"J3.179.420J|PHA-00543613|PHA-543,613|PHA-543613";"Small molecule";"1.0";"271.32";"96";"145";"1.65";"58.37";"4";"1";"0";"2";"N";"0.90";"None";"7.67";"0.75";"0.29";"2";"MOL";"0";"20";"5";"1";"0";"271.1321";"-0.26";"NEUTRAL";"C15H17N3O2";"O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1";"IPKZCLGGYKRDES-ZDUSSCGKSA-N"
"CHEMBL3545273";"CR-3465";"CR-3465|CR3465";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2109288";"BIVATUZUMAB MERTANSINE";"BIVATUZUMAB MERTANSINE|BIWA-1-DM1|BIWA-4 MERTANSINE|Bivatuzumab mertansine";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL406381";"KRN-633";"K00589A|KRN-633|KRN633";"Small molecule";"1.0";"416.87";"67";"76";"4.62";"94.60";"6";"2";"0";"7";"N";"0.58";"12.39";"2.91";"3.82";"3.82";"3";"MOL";"0";"29";"8";"2";"0";"416.1251";"-1.59";"NEUTRAL";"C20H21ClN4O4";"CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl";"VPBYZLCHOKSGRX-UHFFFAOYSA-N"
"CHEMBL2109101";"FELVIZUMAB";"FELVIZUMAB|RSHZ-19|RSHZ19|SB 209763|SB-209763|SB209763";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL359227";"INULINE";"INULINE";"Small molecule";"1.0";"586.73";"1";"1";"1.72";"132.94";"10";"3";"1";"8";"N";"0.31";"12.22";"9.70";"0.88";"-1.41";"1";"MOL";"0";"42";"10";"4";"1";"586.3254";"2.92";"BASE";"C32H46N2O8";"CCN1C[C@]2(COC(=O)c3ccccc3N)CC[C@H](OC)[C@]34C5C[C@@H]6[C@@H](OC)C[C@@](O)(C5[C@H]6OC)[C@@](O)(C13)[C@@H](OC)C24";"NNDHDYDFEDRMGH-ZPGZUGTNSA-N"
"CHEMBL456237";"LXR-623";"LX-623|LX623|LXR-623|WAY-252623|WAY252623";"Small molecule";"1.0";"422.78";"30";"96";"6.70";"17.82";"2";"0";"1";"3";"N";"0.34";"None";"0.51";"6.84";"6.84";"4";"MOL";"0";"29";"2";"0";"1";"422.0609";"-1.58";"NEUTRAL";"C21H12ClF5N2";"Fc1ccc(-c2c3cccc(C(F)(F)F)c3nn2Cc2ccc(F)cc2Cl)cc1";"KYWWJENKIMRJBI-UHFFFAOYSA-N"
"CHEMBL3545209";"NKTR-171";"NKTR-171";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3545431";"HMN-214";"HMN-214|IVX-214";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL482967";"CYC-116";"CYC 116|CYC-116";"Small molecule";"1.0";"368.47";"380";"556";"3.07";"89.19";"8";"2";"0";"4";"N";"0.73";"None";"4.08";"2.73";"2.73";"3";"MOL";"0";"26";"7";"3";"0";"368.1419";"-1.88";"NEUTRAL";"C18H20N6OS";"Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1";"GPSZYOIFQZPWEJ-UHFFFAOYSA-N"
"CHEMBL3987016";"MIVEBRESIB";"ABBV-075|ABBV075|MIVEBRESIB";"Small molecule";"1.0";"459.47";"68";"171";"4.37";"93.19";"5";"2";"0";"6";"N";"0.45";"10.34";"None";"2.65";"2.65";"4";"MOL";"0";"32";"7";"2";"0";"459.1064";"-1.28";"NEUTRAL";"C22H19F2N3O4S";"CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1";"RDONXGFGWSSFMY-UHFFFAOYSA-N"
"CHEMBL1742987";"ATINUMAB";"ATI-355|ATINUMAB|Atinumab";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297241";"PEMLIMOGENE MEROLISBAC";"ADU-214|JNJ-64041757|PEMLIMOGENE MEROLISBAC";"Gene";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1645462";"AC-480";"AC-480|AC480|BMS 599626|BMS-599626";"Small molecule";"1.0";"530.56";"299";"413";"3.86";"119.63";"10";"3";"1";"7";"N";"0.29";"12.24";"7.49";"3.99";"3.65";"5";"MOL";"0";"39";"11";"3";"2";"530.2190";"-1.49";"NEUTRAL";"C27H27FN8O3";"Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12";"LUJZZYWHBDHDQX-QFIPXVFZSA-N"
"CHEMBL292687";"DINITROCHLOROBENZENE";"1-CHLORO-2,4-DINITROBENZENE|DINITROCHLOROBENZENE|NSC-6292";"Small molecule";"1.0";"202.55";"45";"83";"2.16";"86.28";"4";"0";"0";"2";"N";"0.54";"None";"None";"2.46";"2.46";"1";"MOL";"0";"13";"6";"0";"0";"201.9781";"-1.90";"NEUTRAL";"C6H3ClN2O4";"O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1";"VYZAHLCBVHPDDF-UHFFFAOYSA-N"
"CHEMBL5090754";"SY-5609";"SY 5609|SY-5609|SY5609";"Small molecule";"1.0";"490.47";"15";"43";"4.71";"106.49";"6";"3";"0";"4";"N";"0.46";"12.28";"9.58";"3.11";"0.94";"3";"MOL";"0";"34";"7";"3";"0";"490.1858";"-0.65";"BASE";"C23H26F3N6OP";"CC1(C)CC[C@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4c(P(C)(C)=O)c(C#N)ccc34)n2)CN1";"JDJOUBVVSQDIRC-AWEZNQCLSA-N"
"CHEMBL3545418";"BMS-779788";"BMS 788|BMS-779788|EXEL 04286652|EXEL-04286652|XL 652|XL-014|XL-652";"Small molecule";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4594544";"BEXMARILIMAB";"BEXMARILIMAB|CLEVEGEN|FP-1305";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3544966";"GSK-1059615";"GSK-1059615|GSK-615|GSK1059615|GSK615";"Small molecule";"1.0";"333.37";"289";"294";"3.62";"71.95";"5";"1";"0";"2";"N";"0.73";"6.23";"4.95";"2.19";"1.28";"3";"MOL";"0";"24";"5";"1";"0";"333.0572";"-0.97";"ACID";"C18H11N3O2S";"O=C1NC(=O)/C(=C/c2ccc3nccc(-c4ccncc4)c3c2)S1";"QDITZBLZQQZVEE-YBEGLDIGSA-N"
"CHEMBL3301585";"PINATUZUMAB VEDOTIN";"ACD-22-VCMMAE|ACD-22VCMMAE|ACD22-VCMMAE|DCDT-2980S|DCDT2980S|FCU-2703|FCU2703|PINATUZUMAB VEDOTIN|RG-7593|RO-5541072-000|RO-5541072000|RO5541072-000";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4802164";"AG-270";"AG-270|AG270";"Unknown";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4650312";"PF-5212372";"PF-05212372|PF-5212372|PLA-950|ZPL 5212372|ZPL-521|ZPL-5212372";"Small molecule";"1.0";"823.36";"";"";"8.65";"122.54";"6";"2";"2";"16";"N";"0.10";"3.41";"None";"8.67";"5.27";"6";"MOL";"0";"56";"8";"2";"2";"822.1812";"-1.06";"ACID";"C42H38ClF3N2O6S2";"O=C(O)CCc1ccc(S(=O)(=O)CCc2c(CCNS(=O)(=O)Cc3ccccc3C(F)(F)F)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1";"HWNIPKHEEVNHMN-UHFFFAOYSA-N"
"CHEMBL4297360";"NU-3";"BISPHOSPHOCIN (NU-3)|BISPHOSPHOCIN NU-3|BISPHOSPHOCIN NU3|NU-3";"Small molecule";"1.0";"514.41";"";"";"2.37";"175.61";"10";"3";"1";"14";"N";"0.25";"1.60";"None";"2.04";"-2.72";"1";"MOL";"0";"33";"13";"3";"2";"514.1481";"0.73";"ACID";"C18H32N2O11P2";"CCCCOP(=O)(O)OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1OP(=O)(O)OCCCC";"ZXQBUNYVGNOEBQ-ARFHVFGLSA-N"
"CHEMBL4594582";"NZV-930";"NZV-930|NZV930|SRF-373";"Unknown";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL5095215";"AVX-001";"AKH-217|AKH217|AVX-001|AVX001";"Small molecule";"1.0";"386.52";"";"";"6.99";"17.07";"2";"0";"1";"14";"N";"0.24";"9.86";"None";"7.64";"7.64";"0";"MOL";"0";"26";"1";"0";"1";"386.1891";"0.46";"NEUTRAL";"C21H29F3OS";"CC/C=C\C/C=C\C/C=C\C/C=C\CC/C=C/CSCC(=O)C(F)(F)F";"RBPYIYOPSGHFQG-IIFHDYRKSA-N"
"CHEMBL3939295";"H3B-6527";"H3B 6527|H3B-6527";"Small molecule";"1.0";"629.55";"5";"23";"5.48";"124.19";"9";"3";"2";"10";"N";"0.25";"9.98";"8.14";"4.79";"4.07";"3";"MOL";"0";"43";"12";"3";"3";"628.2080";"-1.13";"NEUTRAL";"C29H34Cl2N8O4";"C=CC(=O)Nc1cc(N2CCN(CC)CC2)ccc1Nc1cc(N(C)C(=O)Nc2c(Cl)c(OC)cc(OC)c2Cl)ncn1";"MBWRLLRCTIYXDW-UHFFFAOYSA-N"
"CHEMBL1673159";"VCH-759";"VCH-759";"Small molecule";"1.0";"463.58";"4";"7";"5.58";"77.84";"4";"2";"1";"5";"N";"0.64";"3.56";"None";"5.10";"1.75";"2";"MOL";"0";"31";"5";"2";"1";"441.1974";"-0.73";"ACID";"C25H30NNaO4S";"CC1CCC(C(=O)N(c2cc(-c3ccccc3)sc2C(=O)[O-])C2CCC(O)CC2)CC1.[Na+]";"SSERCMQZZYTNBY-UHFFFAOYSA-M"
"CHEMBL4650450";"BIIB-068";"BIIB-068|BIIB068";"Unknown";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4594467";"CC-90006";"CC-90006|CC-90006 PD-1 AGONIST";"Unknown";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4594487";"PF-06688992";"PF-06688992";"Unknown";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4650298";"PLB1003";"PLB1003";"Unknown";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4802175";"MK-2640";"MK-2640";"Unknown";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297907";"TETULOMAB TETRAXETAN LU-177";"(SUP 177)LU-TETULOMAB|177LU-TETRAXETAN-TETULOMAB|177LU-TETULOMAB|BETALUTIN|TETULOMAB TETRAXETAN LU-177";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1743021";"FORAVIRUMAB";"CR-4098|CR4098|FORAVIRUMAB|Foravirumab";"Antibody";"1.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
