"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1257070";"FAROPENEM MEDOXOMIL";"A-0026|A0026|BAY-56-6854|FAROPENEM DALOXATE|FAROPENEM MEDOXOMIL|FROPENEM DALOXATE|SUN-A0026";"Small molecule";"3.0";"397.41";"9";"89";"0.89";"119.42";"9";"1";"0";"5";"N";"0.57";"None";"None";"0.23";"0.23";"1";"MOL";"0";"27";"9";"1";"0";"397.0831";"0.23";"NEUTRAL";"C17H19NO8S";"Cc1oc(=O)oc1COC(=O)C1=C([C@H]2CCCO2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12";"JQBKWZPHJOEQAO-DVPVEWDBSA-N"
"CHEMBL1949708";"RELMAPIRAZIN";"Lumitrace|MB-102|RELMAPIRAZIN";"Small molecule";"3.0";"372.29";"4";"9";"-4.01";"251.08";"10";"8";"1";"8";"N";"0.22";"2.46";"None";"-2.71";"-9.71";"1";"MOL";"0";"26";"14";"10";"2";"372.1030";"-0.03";"ACID";"C12H16N6O8";"Nc1nc(C(=O)N[C@H](CO)C(=O)O)c(N)nc1C(=O)N[C@H](CO)C(=O)O";"XHNJXRDGTITISI-QWWZWVQMSA-N"
"CHEMBL2107806";"TALAPORFIN SODIUM";"LASERPHYRIN|LS-11|ME 2906|ME-2906|TALAPORFIN SODIUM|TALAPORFIN TETRASODIUM SALT|TAPORFIN SODIUM";"Small molecule";"3.0";"799.70";"";"";"5.95";"235.66";"7";"7";"3";"12";"N";"0.12";"2.79";"5.43";"2.54";"-6.52";"3";"MOL";"0";"52";"14";"7";"4";"711.2904";"0.84";"ACID";"C38H37N5Na4O9";"C=Cc1c(C)c2cc3nc(c(CC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])c4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CC)c(C)c4C(=O)[O-])[C@@H](CCC(=O)[O-])[C@@H]3C.[Na+].[Na+].[Na+].[Na+]";"KPALSRNVSRWOPA-YJFNSWLASA-J"
"CHEMBL262075";"INDIPLON";"CALENTHYS|CL-285489|INDIPLON|Indiplon|NBI-34060";"Small molecule";"3.0";"376.44";"6";"13";"3.67";"67.57";"6";"0";"0";"4";"N";"0.51";"None";"0.44";"2.69";"2.69";"4";"MOL";"0";"27";"6";"0";"0";"376.0994";"-2.07";"NEUTRAL";"C20H16N4O2S";"CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1";"CBIAWPMZSFFRGN-UHFFFAOYSA-N"
"CHEMBL2165224";"ANISODAMINE";"(-)-6.BETA.-HYDROXYHYOSCYAMINE|6.BETA.-HYDROXYHYOSCYAMINE|ANISODAMINE|HYOSCYAMINE, 6-HYDROXY-";"Small molecule";"3.0";"305.37";"4";"9";"0.90";"70.00";"5";"2";"0";"4";"N";"0.81";"None";"8.84";"0.42";"-1.03";"1";"MOL";"0";"22";"5";"2";"0";"305.1627";"1.62";"BASE";"C17H23NO4";"CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H](O)C2";"WTQYWNWRJNXDEG-RBZJEDDUSA-N"
"CHEMBL490665";"NALFURAFINE HYDROCHLORIDE";"NALFURAFINE HCL|NALFURAFINE HYDROCHLORIDE|NOPICOR|REMITCH|TRK-820";"Small molecule";"3.0";"513.03";"17";"68";"3.09";"86.38";"6";"2";"0";"5";"N";"0.65";"10.29";"9.51";"2.24";"0.42";"2";"MOL";"0";"35";"7";"2";"0";"476.2311";"1.28";"BASE";"C28H33ClN2O5";"CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl";"DJSFYNINGIMKAG-FQJQBBMWSA-N"
"CHEMBL446143";"ORNITHINE";"NSC-758894|ORNITHINE|ORNITHINE, (L)-ISOMER";"Small molecule";"3.0";"132.16";"5";"7";"-0.86";"89.34";"3";"3";"0";"4";"N";"0.46";"2.67";"10.29";"-3.66";"-5.42";"0";"MOL";"0";"9";"4";"5";"0";"132.0899";"1.59";"ZWITTERION";"C5H12N2O2";"NCCC[C@H](N)C(=O)O";"AHLPHDHHMVZTML-BYPYZUCNSA-N"
"CHEMBL4650351";"PARPI";"PARPI";"Small molecule";"3.0";"488.49";"";"";"3.39";"86.37";"4";"1";"0";"4";"N";"0.48";"9.96";"None";"3.18";"3.18";"4";"MOL";"0";"36";"7";"1";"0";"488.1660";"-1.48";"NEUTRAL";"C27H22F2N4O3";"O=C(c1ccc(F)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1";"LTZZZXXIKHHTMO-UHFFFAOYSA-N"
"CHEMBL3940890";"ACORAMIDIS";"ACORAMIDIS|AG-10|AG10";"Small molecule";"3.0";"292.31";"7";"39";"2.88";"75.21";"3";"2";"0";"6";"N";"0.80";"4.27";"3.67";"2.14";"-0.45";"2";"MOL";"0";"21";"5";"2";"0";"292.1223";"-1.34";"ACID";"C15H17FN2O3";"Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F";"WBFUHHBPNXWNCC-UHFFFAOYSA-N"
"CHEMBL4298007";"ONFEKAFUSP ALFA";"FIBROMUN|L19-TNF|L19TNF|ONFEKAFUSP ALFA";"Protein";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2103793";"AGATOLIMOD SODIUM";"AGATOLIMOD SODIUM|AGATOLIMOD TRICOSASODIUM SALT|CPG 7909|CPG-7909|PF-03512676|PF-3512676|VAXIMMUNE";"Oligonucleotide";"3.0";"8203.91";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"7692.6640";"None";"None";"C236H280N70Na23O133P23S23";"Cc1cn([C@H]2C[C@H](OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4ccc(N)nc4=O)C[C@@H]3OP([O-])(=S)OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3O)[C@@H](CO)O2)c(=O)[nH]c1=O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]";"QUWFSKKBMDKAHK-SBOJBMMISA-A"
"CHEMBL2104612";"MITOLACTOL";"DIBROMDULCIT|DIBROMODULCITOL|ELOBROMOL|MITOLACTOL|NCI-C04795|NSC-104800";"Small molecule";"3.0";"307.97";"";"";"-0.78";"80.92";"4";"4";"0";"5";"N";"0.50";"12.63";"None";"-0.65";"-0.65";"0";"MOL";"0";"12";"4";"4";"0";"305.9102";"0.68";"NEUTRAL";"C6H12Br2O4";"O[C@H]([C@H](O)[C@@H](O)CBr)[C@H](O)CBr";"VFKZTMPDYBFSTM-GUCUJZIJSA-N"
"CHEMBL520642";"CEFTOBIPROLE";"BAL-9141-000|BAL-9141000|BAL9141-000|CEFTOBIPROLE|RO 63-9141|RO-63-9141|RO-639141|Zeftera|Zevtera";"Small molecule";"3.0";"534.58";"85";"1184";"-1.44";"203.44";"12";"5";"2";"6";"N";"0.09";"3.00";"10.40";"-4.71";"-6.17";"1";"MOL";"0";"36";"14";"6";"3";"534.1104";"-0.12";"ZWITTERION";"C20H22N8O6S2";"Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1";"VOAZJEPQLGBXGO-SDAWRPRTSA-N"
"CHEMBL1204644";"FOSFOCREATINE";"CREATINE PHOSPHATE|CREATINE-P|FOSFOCREATINE|PHOSPHAGEN|PHOSPHOCREATINE";"Small molecule";"3.0";"211.11";"1";"1";"-1.38";"133.95";"3";"5";"0";"3";"N";"0.22";"-1.10";"13.57";"-2.25";"-8.04";"0";"MOL";"0";"13";"8";"5";"0";"211.0358";"0.77";"ZWITTERION";"C4H10N3O5P";"CN(CC(=O)O)C(=N)NP(=O)(O)O";"DRBBFCLWYRJSJZ-UHFFFAOYSA-N"
"CHEMBL2107457";"ITOPRIDE";"ITOPRIDE|NSC-759643";"Small molecule";"3.0";"358.44";"1";"4";"2.57";"60.03";"5";"1";"0";"9";"N";"0.75";"None";"8.77";"2.32";"0.93";"2";"MOL";"0";"26";"6";"1";"0";"358.1893";"-1.12";"BASE";"C20H26N2O4";"COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC";"QQQIECGTIMUVDS-UHFFFAOYSA-N"
"CHEMBL4594246";"SULOPENEM ETZADROXIL";"PF-03709270|PF03709270|SULOPENEM ETZADROXIL";"Small molecule";"3.0";"477.63";"";"";"1.80";"116.20";"9";"1";"0";"9";"N";"0.23";"None";"None";"1.05";"1.05";"0";"MOL";"0";"30";"8";"1";"0";"477.0950";"0.33";"NEUTRAL";"C19H27NO7S3";"CCC(CC)C(=O)OCOC(=O)C1=C(S[C@H]2CC[S+]([O-])C2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12";"NBPVNGWRLGHULH-JKOUTOBWSA-N"
"CHEMBL2108326";"ALICAFORSEN";"ALICAFORSEN";"Oligonucleotide";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2108340";"TRIDECACTIDE";".ALPHA.-1-13-CORTICOTROPIN, HUMAN|.ALPHA.1-13-ACTH|ALPHA-1-13-CORTICOTROPIN, HUMAN|TRIDECACTIDE";"Protein";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1233058";"GALACTOSE";"GALACTOSE";"Small molecule";"3.0";"180.16";"8";"27";"-3.22";"110.38";"6";"5";"0";"1";"N";"0.29";"11.30";"None";"-2.93";"-2.93";"0";"MOL";"0";"12";"6";"5";"0";"180.0634";"2.63";"NEUTRAL";"C6H12O6";"OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O";"WQZGKKKJIJFFOK-PHYPRBDBSA-N"
"CHEMBL4297411";"OCTAHYDROAMINOACRIDINE SUCCINATE";"OCTAHYDROAMINOACRIDINE SUCCINATE|OCTOHYDROAMINOACRIDINE SUCCINATE";"Small molecule";"3.0";"320.39";"";"";"2.42";"38.91";"2";"1";"0";"0";"Y";"0.70";"None";"9.72";"2.58";"0.80";"1";"MOL";"0";"15";"2";"2";"0";"202.1470";"-0.32";"BASE";"C17H24N2O4";"Nc1c2c(nc3c1CCCC3)CCCC2.O=C(O)CCC(=O)O";"SXNZJEKZKUJFLV-UHFFFAOYSA-N"
"CHEMBL15797";"PYRAZINE";"FEMA NO. 4015|NSC-400221|P-DIAZINE|PIAZINE|PYRAZINE";"Small molecule";"3.0";"80.09";"2";"4";"0.48";"25.78";"2";"0";"0";"0";"Y";"0.45";"None";"0.88";"-0.46";"-0.46";"1";"MOL";"0";"6";"2";"0";"0";"80.0374";"-0.87";"NEUTRAL";"C4H4N2";"c1cnccn1";"KYQCOXFCLRTKLS-UHFFFAOYSA-N"
"CHEMBL4558324";"LAZERTINIB";"C-18112003-G|GNS-1480|GNS1480|JNJ-73841937-AAA|LAZERTINIB|YH-25448|YH25448";"Small molecule";"3.0";"554.66";"9";"28";"4.10";"109.67";"10";"2";"1";"10";"N";"0.28";"13.65";"8.35";"4.55";"3.56";"4";"MOL";"0";"41";"11";"2";"2";"554.2754";"-1.60";"NEUTRAL";"C30H34N8O3";"C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1";"RRMJMHOQSALEJJ-UHFFFAOYSA-N"
"CHEMBL3990016";"OLECLUMAB";"MEDI-9447|MEDI9447|OLECLUMAB";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL2107726";"ARIMOCLOMOL";"ARIMOCLOMOL|BRX-220 FREE BASE";"Small molecule";"3.0";"313.79";"1";"1";"1.08";"72.00";"5";"1";"0";"6";"N";"0.37";"None";"9.14";"0.31";"-1.42";"1";"MOL";"0";"21";"6";"1";"0";"313.1193";"-1.10";"BASE";"C14H20ClN3O3";"[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1";"SGEIEGAXKLMUIZ-XUVDNFPMSA-N"
"CHEMBL4298037";"RETIFANLIMAB";"AEX-1188|AEX1188|INCMGA-00012|INCMGA-0012|INCMGA00012|MGA-012|MGA012|RETIFANLIMAB";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3545190";"ISUNAKINRA";"EBI-005|ISUNAKINRA";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1213327";"COENZYME_A";"COENZYME_A|CoASH|Coenzyme A";"Small molecule";"3.0";"767.54";"8";"24";"-1.67";"346.56";"18";"10";"3";"18";"N";"0.06";"0.82";"4.84";"-5.91";"-11.98";"2";"MOL";"0";"48";"23";"10";"3";"767.1152";"0.61";"ACID";"C21H36N7O16P3S";"CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS";"RGJOEKWQDUBAIZ-IBOSZNHHSA-N"
"CHEMBL2108955";"EDRECOLOMAB";"17-1A|C-1|EDRECOLOMAB|MAB-17-1A|MAB17-1A|Panorex";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL295124";"BERBERINE";"BERBERICINE|BERBERIN|BERBERINE|BERBERONE|MAJARINE|THALSINE|UMBELLATIN|UMBELLATINE";"Small molecule";"3.0";"336.37";"106";"558";"3.10";"40.80";"4";"0";"0";"2";"N";"0.67";"None";"None";"-1.28";"-1.28";"3";"MOL";"0";"25";"5";"0";"0";"336.1230";"1.30";"NEUTRAL";"C20H18NO4+";"COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2";"YBHILYKTIRIUTE-UHFFFAOYSA-N"
"CHEMBL4303228";"PERETINOIN";"NIK-333|PERETINOIN|Peretinoin";"Small molecule";"3.0";"302.46";"2";"4";"5.99";"37.30";"1";"1";"1";"9";"N";"0.32";"4.81";"None";"5.78";"3.24";"0";"MOL";"0";"22";"2";"1";"1";"302.2246";"2.24";"ACID";"C20H30O2";"CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C(=O)O";"UUBHZHZSIKRVIV-KCXSXWJSSA-N"
"CHEMBL1743075";"TABALUMAB";"LY-2127399|LY2127399|TABALUMAB|Tabalumab";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3989984";"NAVICIXIZUMAB";"NAVICIXIZUMAB|OMP 305B83|OMP-305B83";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4298106";"MONTMORILLONITE";"DIOSMECTITE|GELWHITE GP|GELWHITE H|GELWHITE L|MONTMORILLONITE|MONTMORILLONITE CLAY|SMECDRAL|SMECTA";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL219410";"ZOTAROLIMUS";"ABT-578|MDT-4107|ZOTAROLIMUS";"Small molecule";"3.0";"966.23";"7";"22";"6.05";"218.80";"16";"2";"3";"7";"N";"0.18";"9.96";"None";"7.32";"7.32";"1";"MOL";"0";"69";"17";"2";"3";"965.5725";"1.44";"NEUTRAL";"C52H79N5O12";"CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3cnnn3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C";"CGTADGCBEXYWNE-JUKNQOCSSA-N"
"CHEMBL3545254";"OLESOXIME";"4-CHOLEST-EN-3-ONE, OXIME|CHOLEST-4-EN-3-ONE, OXIME|NSC-21311|OLESOXIME|TRO-19622|TRO19622";"Small molecule";"3.0";"399.66";"2";"4";"7.86";"32.59";"2";"1";"1";"5";"N";"0.37";"11.46";"3.37";"7.69";"7.69";"0";"MOL";"0";"29";"2";"1";"1";"399.3501";"1.91";"NEUTRAL";"C27H45NO";"CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@]4(C)[C@H]3CC[C@]12C";"QNTASHOAVRSLMD-GYKMGIIDSA-N"
"CHEMBL2386081";"SETIPIPRANT";"ACT-129968|KYTH-105|SETIPIPRANT|Setipiprant";"Small molecule";"3.0";"402.43";"28";"50";"4.22";"62.54";"3";"1";"0";"3";"N";"0.56";"3.93";"None";"3.66";"0.46";"4";"MOL";"0";"30";"5";"1";"0";"402.1380";"-1.38";"ACID";"C24H19FN2O3";"O=C(O)Cn1c2c(c3cc(F)ccc31)CN(C(=O)c1cccc3ccccc13)CC2";"IHAXLPDVOWLUOS-UHFFFAOYSA-N"
"CHEMBL2108359";"NIMOTUZUMAB";"HR3|NIMOTUZUMAB|Nimotuzumab|OSAG 101|THERACIM-HR3|THERALOC|THERALOC THERACIM";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL1743009";"EFUNGUMAB";"EFUNGUMAB|Efungumab|HSP-90MAB|HSP90MAB|MYC-123|MYC-123A|MYC-123A MYC-123B MYC-124 HSP90MAB|MYC-123B|MYC-124|MYC123|MYC123A|MYC123B|MYC124|Mycograb";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL4297409";"BIPHENYL DIMETHYL DICARBOXYLATE";"BIPHENYL DIMETHYL DICARBOXYLATE|DIMETHYL 4,4'-BIPHENYLDICARBOXYLATE|NISSEL";"Small molecule";"3.0";"270.28";"2";"14";"2.93";"52.60";"4";"0";"0";"3";"N";"0.80";"None";"None";"3.63";"3.63";"2";"MOL";"0";"20";"4";"0";"0";"270.0892";"-0.20";"None";"C16H14O4";"COC(=O)c1ccc(-c2ccc(C(=O)OC)cc2)cc1";"BKRIRZXWWALTPU-UHFFFAOYSA-N"
"CHEMBL498485";"ICARITIN";"ICARITIN|SGN-162|SGN162";"Small molecule";"3.0";"368.39";"16";"50";"4.09";"100.13";"6";"3";"0";"4";"N";"0.60";"6.22";"None";"4.33";"3.06";"3";"MOL";"0";"27";"6";"3";"0";"368.1260";"1.78";"ACID";"C21H20O6";"COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O)cc1";"TUUXBSASAQJECY-UHFFFAOYSA-N"
"CHEMBL4297424";"RUBIDIUM RB-82";"RUBIDIUM (82 RB)|RUBIDIUM (RB-82)|RUBIDIUM RB-82|RUBIDIUM-82";"Small molecule";"3.0";"81.92";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"84.9118";"None";"None";"Rb";"[82Rb]";"IGLNJRXAVVLDKE-OIOBTWANSA-N"
"CHEMBL435883";"BERAPROST SODIUM";"BERAPROST SODIUM|BERAPROST SODIUM SALT|MDL-201129|ML-1129|PROCYLIN|TRK-100|TRK-100STP";"Small molecule";"3.0";"420.48";"2";"4";"3.29";"86.99";"4";"3";"0";"8";"N";"0.46";"4.20";"None";"3.60";"0.56";"1";"MOL";"0";"29";"5";"3";"0";"398.2093";"1.73";"ACID";"C24H29NaO5";"CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2c3cccc(CCCC(=O)[O-])c3O[C@H]2C[C@H]1O.[Na+]";"YTCZZXIRLARSET-VJRSQJMHSA-M"
"CHEMBL2108555";"PETROLATUM";"PETROLATUM|PETROLEUM JELLY|YELLOW PETROLATUM";"Unknown";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL464792";"TRANSCROCETIN";"8,8-DIAPOCAROTENEDIOIC ACID|CI 75100|CI-75100|CROCETIN|LEAF-4L6715|LEAF-4L7520|NSC-407300|TRANS-CROCETIN|TRANSCROCETIN|TRANSCROCETINATE|TRANSCROCETINIC ACID";"Small molecule";"3.0";"328.41";"5";"9";"4.61";"74.60";"2";"2";"0";"8";"N";"0.50";"4.41";"None";"4.40";"-0.87";"0";"MOL";"0";"24";"4";"2";"0";"328.1675";"1.36";"ACID";"C20H24O4";"CC(/C=C/C=C(\C)C(=O)O)=C\C=C\C=C(C)\C=C\C=C(/C)C(=O)O";"PANKHBYNKQNAHN-MQQNZMFNSA-N"
"CHEMBL218166";"BIFEPRUNOX";"BIFEPRUNOX";"Small molecule";"3.0";"385.47";"8";"34";"4.11";"52.48";"4";"1";"0";"4";"N";"0.57";"9.47";"7.75";"4.51";"4.14";"4";"MOL";"0";"29";"5";"1";"0";"385.1790";"-0.98";"NEUTRAL";"C24H23N3O2";"O=c1[nH]c2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1";"CYGODHVAJQTCBG-UHFFFAOYSA-N"
"CHEMBL1743026";"GEVOKIZUMAB";"GEVOKIZUMAB|Gevokizumab|VPM-087|VPM087|XOMA 052|XOMA-052";"Antibody";"3.0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"SEQ";"0";"";"";"";"";"";"";"";"";"";""
"CHEMBL3989950";"RELTECIMOD";"AB103|RELTECIMOD";"Protein";"3.0";"1037.20";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"BOTH";"0";"None";"None";"None";"None";"1036.4899";"None";"None";"C46H72N10O15S";"CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@@H](C)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)O)C(C)C";"VRNHFZYMPDKTBS-WYUJEMNCSA-N"
"CHEMBL56021";"ACETYL-L-LEUCINE";"ACETYL-L-LEUCINE";"Small molecule";"3.0";"173.21";"12";"20";"0.62";"66.40";"2";"2";"0";"4";"N";"0.65";"4.20";"None";"0.49";"-2.54";"0";"MOL";"0";"12";"4";"2";"0";"173.1052";"0.16";"ACID";"C8H15NO3";"CC(=O)N[C@@H](CC(C)C)C(=O)O";"WXNXCEHXYPACJF-ZETCQYMHSA-N"
"CHEMBL4301914";"CONTEZOLID ACEFOSAMIL";"";"Small molecule";"3.0";"530.35";"";"";"2.88";"142.72";"9";"1";"1";"7";"N";"0.42";"1.36";"None";"1.76";"-0.62";"2";"MOL";"0";"36";"12";"1";"2";"530.0814";"-0.40";"ACID";"C20H18F3N4O8P";"CC(=O)OP(=O)(O)N(C[C@H]1CN(c2cc(F)c(N3C=CC(=O)CC3)c(F)c2F)C(=O)O1)c1ccon1";"YCRAGJLWFBGKFE-CYBMUJFWSA-N"
"CHEMBL1697748";"HYALURONIC ACID";"HYALURONIC ACID|Hyaluronic Acid";"Oligosaccharide";"3.0";"776.65";"1";"3";"-9.28";"399.71";"21";"14";"3";"12";"N";"0.09";"2.87";"None";"-8.18";"-15.08";"0";"MOL";"0";"53";"25";"14";"3";"776.2335";"1.11";"ACID";"C28H44N2O23";"CC(=O)N[C@@H]1[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](CO)O[C@H]1O";"KIUKXJAPPMFGSW-DNGZLQJQSA-N"
